2017-09-19T20:29:26.247625+00:00 app[web.1]:  2017-09-19 20:29:26,247 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@105189a]
2017-09-19T20:33:01.500316+00:00 app[web.1]:  2017-09-19 20:33:01,500 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@1c15df3b]
2017-09-19T20:33:01.501279+00:00 app[web.1]:  2017-09-19 20:33:01,501 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.501281+00:00 app[web.1]:  2017-09-19 20:33:01,501 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@f7b8d77]
2017-09-19T20:33:01.502041+00:00 app[web.1]:  2017-09-19 20:33:01,502 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.502097+00:00 app[web.1]:  2017-09-19 20:33:01,502 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@f7b8d77] after transaction
2017-09-19T20:33:01.502099+00:00 app[web.1]:  2017-09-19 20:33:01,502 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.502175+00:00 app[web.1]:  2017-09-19 20:33:01,502 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.502212+00:00 app[web.1]:  2017-09-19 20:33:01,502 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@3174c46c] for JPA transaction
2017-09-19T20:33:01.502265+00:00 app[web.1]:  2017-09-19 20:33:01,502 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@3aa297e]
2017-09-19T20:33:01.503237+00:00 app[web.1]:  2017-09-19 20:33:01,503 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.503240+00:00 app[web.1]:  2017-09-19 20:33:01,503 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@3174c46c]
2017-09-19T20:33:01.503989+00:00 app[web.1]:  2017-09-19 20:33:01,503 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.504049+00:00 app[web.1]:  2017-09-19 20:33:01,504 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@3174c46c] after transaction
2017-09-19T20:33:01.504051+00:00 app[web.1]:  2017-09-19 20:33:01,504 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.504133+00:00 app[web.1]:  2017-09-19 20:33:01,504 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.504165+00:00 app[web.1]:  2017-09-19 20:33:01,504 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@72ecd8f2] for JPA transaction
2017-09-19T20:33:01.504221+00:00 app[web.1]:  2017-09-19 20:33:01,504 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@205fee08]
2017-09-19T20:33:01.505185+00:00 app[web.1]:  2017-09-19 20:33:01,505 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.505187+00:00 app[web.1]:  2017-09-19 20:33:01,505 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@72ecd8f2]
2017-09-19T20:33:01.505930+00:00 app[web.1]:  2017-09-19 20:33:01,505 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.505986+00:00 app[web.1]:  2017-09-19 20:33:01,505 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@72ecd8f2] after transaction
2017-09-19T20:33:01.505987+00:00 app[web.1]:  2017-09-19 20:33:01,505 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.506066+00:00 app[web.1]:  2017-09-19 20:33:01,506 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.506102+00:00 app[web.1]:  2017-09-19 20:33:01,506 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@62855c0d] for JPA transaction
2017-09-19T20:33:01.506157+00:00 app[web.1]:  2017-09-19 20:33:01,506 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@3d75d1fb]
2017-09-19T20:33:01.507104+00:00 app[web.1]:  2017-09-19 20:33:01,507 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.507105+00:00 app[web.1]:  2017-09-19 20:33:01,507 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@62855c0d]
2017-09-19T20:33:01.507859+00:00 app[web.1]:  2017-09-19 20:33:01,507 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.507914+00:00 app[web.1]:  2017-09-19 20:33:01,507 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@62855c0d] after transaction
2017-09-19T20:33:01.507918+00:00 app[web.1]:  2017-09-19 20:33:01,507 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.507998+00:00 app[web.1]:  2017-09-19 20:33:01,507 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.508030+00:00 app[web.1]:  2017-09-19 20:33:01,508 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@5362f6f2] for JPA transaction
2017-09-19T20:33:01.508086+00:00 app[web.1]:  2017-09-19 20:33:01,508 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@408b1f6c]
2017-09-19T20:33:01.509033+00:00 app[web.1]:  2017-09-19 20:33:01,508 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.509035+00:00 app[web.1]:  2017-09-19 20:33:01,509 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@5362f6f2]
2017-09-19T20:33:01.509764+00:00 app[web.1]:  2017-09-19 20:33:01,509 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.509821+00:00 app[web.1]:  2017-09-19 20:33:01,509 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@5362f6f2] after transaction
2017-09-19T20:33:01.509822+00:00 app[web.1]:  2017-09-19 20:33:01,509 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.509916+00:00 app[web.1]:  2017-09-19 20:33:01,509 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.509958+00:00 app[web.1]:  2017-09-19 20:33:01,509 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@132557b5] for JPA transaction
2017-09-19T20:33:01.510013+00:00 app[web.1]:  2017-09-19 20:33:01,509 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@bcd5ac2]
2017-09-19T20:33:01.510998+00:00 app[web.1]:  2017-09-19 20:33:01,510 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.510999+00:00 app[web.1]:  2017-09-19 20:33:01,510 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@132557b5]
2017-09-19T20:33:01.511726+00:00 app[web.1]:  2017-09-19 20:33:01,511 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.511782+00:00 app[web.1]:  2017-09-19 20:33:01,511 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@132557b5] after transaction
2017-09-19T20:33:01.511784+00:00 app[web.1]:  2017-09-19 20:33:01,511 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.511894+00:00 app[web.1]:  2017-09-19 20:33:01,511 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.511929+00:00 app[web.1]:  2017-09-19 20:33:01,511 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@36a52f86] for JPA transaction
2017-09-19T20:33:01.511986+00:00 app[web.1]:  2017-09-19 20:33:01,511 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@575f78da]
2017-09-19T20:33:01.513009+00:00 app[web.1]:  2017-09-19 20:33:01,512 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.513010+00:00 app[web.1]:  2017-09-19 20:33:01,512 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@36a52f86]
2017-09-19T20:33:01.513754+00:00 app[web.1]:  2017-09-19 20:33:01,513 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.513811+00:00 app[web.1]:  2017-09-19 20:33:01,513 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@36a52f86] after transaction
2017-09-19T20:33:01.513812+00:00 app[web.1]:  2017-09-19 20:33:01,513 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.513905+00:00 app[web.1]:  2017-09-19 20:33:01,513 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.513938+00:00 app[web.1]:  2017-09-19 20:33:01,513 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@2894ff40] for JPA transaction
2017-09-19T20:33:01.513996+00:00 app[web.1]:  2017-09-19 20:33:01,513 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@421cb20]
2017-09-19T20:33:01.515045+00:00 app[web.1]:  2017-09-19 20:33:01,515 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.515049+00:00 app[web.1]:  2017-09-19 20:33:01,515 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@2894ff40]
2017-09-19T20:33:01.515904+00:00 app[web.1]:  2017-09-19 20:33:01,515 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.515962+00:00 app[web.1]:  2017-09-19 20:33:01,515 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@2894ff40] after transaction
2017-09-19T20:33:01.515964+00:00 app[web.1]:  2017-09-19 20:33:01,515 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.516039+00:00 app[web.1]:  2017-09-19 20:33:01,516 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.516070+00:00 app[web.1]:  2017-09-19 20:33:01,516 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@25b46be6] for JPA transaction
2017-09-19T20:33:01.516130+00:00 app[web.1]:  2017-09-19 20:33:01,516 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@2fc6ccbb]
2017-09-19T20:33:01.517095+00:00 app[web.1]:  2017-09-19 20:33:01,517 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.517096+00:00 app[web.1]:  2017-09-19 20:33:01,517 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@25b46be6]
2017-09-19T20:33:01.518156+00:00 app[web.1]:  2017-09-19 20:33:01,518 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.518236+00:00 app[web.1]:  2017-09-19 20:33:01,518 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@25b46be6] after transaction
2017-09-19T20:33:01.518237+00:00 app[web.1]:  2017-09-19 20:33:01,518 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.518321+00:00 app[web.1]:  2017-09-19 20:33:01,518 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.518355+00:00 app[web.1]:  2017-09-19 20:33:01,518 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@670079a1] for JPA transaction
2017-09-19T20:33:01.518409+00:00 app[web.1]:  2017-09-19 20:33:01,518 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@7e3ac2ee]
2017-09-19T20:33:01.519663+00:00 app[web.1]:  2017-09-19 20:33:01,519 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.519665+00:00 app[web.1]:  2017-09-19 20:33:01,519 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@670079a1]
2017-09-19T20:33:01.520615+00:00 app[web.1]:  2017-09-19 20:33:01,520 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.520678+00:00 app[web.1]:  2017-09-19 20:33:01,520 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@670079a1] after transaction
2017-09-19T20:33:01.520679+00:00 app[web.1]:  2017-09-19 20:33:01,520 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.520754+00:00 app[web.1]:  2017-09-19 20:33:01,520 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.520786+00:00 app[web.1]:  2017-09-19 20:33:01,520 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@59cf495a] for JPA transaction
2017-09-19T20:33:01.520840+00:00 app[web.1]:  2017-09-19 20:33:01,520 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@71cadd3f]
2017-09-19T20:33:01.521822+00:00 app[web.1]:  2017-09-19 20:33:01,521 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.521824+00:00 app[web.1]:  2017-09-19 20:33:01,521 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@59cf495a]
2017-09-19T20:33:01.523081+00:00 app[web.1]:  2017-09-19 20:33:01,523 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.523545+00:00 app[web.1]:  2017-09-19 20:33:01,523 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@59cf495a] after transaction
2017-09-19T20:33:01.523548+00:00 app[web.1]:  2017-09-19 20:33:01,523 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.523652+00:00 app[web.1]:  2017-09-19 20:33:01,523 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.525490+00:00 app[web.1]:  2017-09-19 20:33:01,525 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@58dbfe4] for JPA transaction
2017-09-19T20:33:01.525549+00:00 app[web.1]:  2017-09-19 20:33:01,525 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@2289b94f]
2017-09-19T20:33:01.526578+00:00 app[web.1]:  2017-09-19 20:33:01,526 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.526582+00:00 app[web.1]:  2017-09-19 20:33:01,526 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@58dbfe4]
2017-09-19T20:33:01.527401+00:00 app[web.1]:  2017-09-19 20:33:01,527 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.527463+00:00 app[web.1]:  2017-09-19 20:33:01,527 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@58dbfe4] after transaction
2017-09-19T20:33:01.527464+00:00 app[web.1]:  2017-09-19 20:33:01,527 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.527765+00:00 app[web.1]:  2017-09-19 20:33:01,527 [DEBUG ] TokenEndpoint - Clearing scope of incoming token request
2017-09-19T20:33:01.527831+00:00 app[web.1]:  2017-09-19 20:33:01,527 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaOAuth2ClientRepository.getClientByClientId]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.527918+00:00 app[web.1]:  2017-09-19 20:33:01,527 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@290ee1b6] for JPA transaction
2017-09-19T20:33:01.527975+00:00 app[web.1]:  2017-09-19 20:33:01,527 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@46227619]
2017-09-19T20:33:01.538441+00:00 app[web.1]:  2017-09-19 20:33:01,538 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.538466+00:00 app[web.1]:  2017-09-19 20:33:01,538 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@290ee1b6]
2017-09-19T20:33:01.539372+00:00 app[web.1]:  2017-09-19 20:33:01,539 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.539458+00:00 app[web.1]:  2017-09-19 20:33:01,539 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@290ee1b6] after transaction
2017-09-19T20:33:01.539459+00:00 app[web.1]:  2017-09-19 20:33:01,539 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.539687+00:00 app[web.1]:  2017-09-19 20:33:01,539 [DEBUG ] AuthorizationCodeTokenGranter - Getting access token for: 531b3696-68e6-4738-974c-211f30e8a3ef
2017-09-19T20:33:01.539777+00:00 app[web.1]:  2017-09-19 20:33:01,539 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaAuthorizationCodeRepository.getByCode]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.539822+00:00 app[web.1]:  2017-09-19 20:33:01,539 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@1e369b7e] for JPA transaction
2017-09-19T20:33:01.539904+00:00 app[web.1]:  2017-09-19 20:33:01,539 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@4b71b41f]
2017-09-19T20:33:01.549768+00:00 app[web.1]:  2017-09-19 20:33:01,549 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.549773+00:00 app[web.1]:  2017-09-19 20:33:01,549 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@1e369b7e]
2017-09-19T20:33:01.550847+00:00 app[web.1]:  2017-09-19 20:33:01,550 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.550931+00:00 app[web.1]:  2017-09-19 20:33:01,550 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@1e369b7e] after transaction
2017-09-19T20:33:01.550934+00:00 app[web.1]:  2017-09-19 20:33:01,550 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.551042+00:00 app[web.1]:  2017-09-19 20:33:01,551 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaAuthorizationCodeRepository.remove]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.551085+00:00 app[web.1]:  2017-09-19 20:33:01,551 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@18278d76] for JPA transaction
2017-09-19T20:33:01.551159+00:00 app[web.1]:  2017-09-19 20:33:01,551 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@72d17f59]
2017-09-19T20:33:01.560921+00:00 app[web.1]:  2017-09-19 20:33:01,560 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.560927+00:00 app[web.1]:  2017-09-19 20:33:01,560 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@18278d76]
2017-09-19T20:33:01.566435+00:00 app[web.1]:  2017-09-19 20:33:01,566 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.566664+00:00 app[web.1]:  2017-09-19 20:33:01,566 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@18278d76] after transaction
2017-09-19T20:33:01.566669+00:00 app[web.1]:  2017-09-19 20:33:01,566 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:33:01.566822+00:00 app[web.1]:  2017-09-19 20:33:01,566 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaOAuth2ClientRepository.getClientByClientId]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:33:01.566848+00:00 app[web.1]:  2017-09-19 20:33:01,566 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@999e3d3] for JPA transaction
2017-09-19T20:33:01.566920+00:00 app[web.1]:  2017-09-19 20:33:01,566 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@44534600]
2017-09-19T20:33:01.578154+00:00 app[web.1]:  2017-09-19 20:33:01,578 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:33:01.578159+00:00 app[web.1]:  2017-09-19 20:33:01,578 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@999e3d3]
2017-09-19T20:33:01.579106+00:00 app[web.1]:  2017-09-19 20:33:01,579 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:33:01.579210+00:00 app[web.1]:  2017-09-19 20:33:01,579 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@999e3d3] after transaction
